account_sender_name,country_sender,account_receiver_name,country_receiver,datetime_timestamp,amount
Laurent Alexandre,France,Exxon Mobil,UK,2098000,2479274
Exxon Mobil,Spain,Nissan,Germany,2099000,9316522
Nissan,UK,Nissan,Spain,2100000,2809570
Tesla,Japan,Walmart,UK,2101000,943928
Exxon Mobil,UK,Tesla,US,2102000,6434889
Chevron,France,Tesla,US,2103000,8780733
Exxon Mobil,Spain,General Motos,UK,2104000,9019270
Walmart,France,General Motos,US,2105000,48228
Nissan,France,Renault,Japan,2106000,2626231
Elon Musk,US,Renault,Germany,2107000,4415632
John Coulberg,US,Walmart,France,2108000,5941880
Laurent Alexandre,Germany,Tesla,Spain,2109000,9021849
Altaran,Germany,McKesson,Spain,2110000,7838467
Laurent Alexandre,Germany,Chevron,France,2111000,9673461
Laurent Alexandre,Spain,Altaran,Spain,2112000,3970336
McKesson,Spain,Walmart,US,2113000,5197680
Tesla,Spain,Tesla,Japan,2114000,4569653
Chevron,Japan,Renault,France,2115000,2878050
Elon Musk,France,Tesla,Spain,2116000,1838150
McKesson,UK,Activision Blizard,UK,2117000,6830138
General Motos,Japan,ConocoPhillips,Spain,2118000,572928
Exxon Mobil,UK,General Motos,France,2119000,3705365
Elon Musk,Germany,ConocoPhillips,Spain,2120000,7200802
Activision Blizard,US,Exxon Mobil,Germany,2121000,30531
ConocoPhillips,US,Tesla,France,2122000,9324899
Altaran,Spain,Exxon Mobil,US,2123000,7473350
Laurent Alexandre,UK,Activision Blizard,Germany,2124000,9177095
Elon Musk,Spain,Nissan,Germany,2125000,6081715
Chevron,France,Walmart,UK,2126000,4675898
Nissan,Spain,ConocoPhillips,Germany,2127000,4833206
Altaran,France,Renault,Germany,2128000,3026484
Activision Blizard,UK,Nissan,Germany,2129000,6210205
Chevron,Germany,ConocoPhillips,Germany,2130000,7255082
Elon Musk,UK,Laurent Alexandre,Spain,2131000,9463482
McKesson,Japan,Renault,Germany,2132000,8692647
Exxon Mobil,US,Nissan,Germany,2133000,1707738
Renault,Germany,Altaran,France,2134000,6126853
McKesson,France,Renault,Japan,2135000,9306214
Altaran,UK,McKesson,Germany,2136000,9794364
Nissan,UK,Tesla,UK,2137000,7686220
Nissan,France,General Motos,Germany,2138000,2971216
Chevron,Japan,Chevron,Spain,2139000,709360
Walmart,France,Elon Musk,France,2140000,763354
ConocoPhillips,Germany,McKesson,Spain,2141000,3706374
Laurent Alexandre,UK,McKesson,UK,2142000,8370523
Chevron,US,Walmart,UK,2143000,9375825
McKesson,France,Walmart,Spain,2144000,5578194
Elon Musk,UK,Elon Musk,Germany,2145000,5626020
Walmart,Japan,Renault,France,2146000,2470101
McKesson,Germany,McKesson,US,2147000,7265599
Altaran,France,Chevron,US,2148000,1168320
ConocoPhillips,Spain,ConocoPhillips,France,2149000,3091193
General Motos,US,Nissan,Japan,2150000,2122738
Activision Blizard,UK,Renault,Germany,2151000,8802503
Altaran,US,Altaran,Germany,2152000,2520457
Exxon Mobil,US,Chevron,US,2153000,5125404
Laurent Alexandre,Spain,General Motos,UK,2154000,3606033
Laurent Alexandre,Japan,Tesla,Spain,2155000,8334063
General Motos,US,Chevron,US,2156000,6268557
Tesla,Japan,Activision Blizard,Germany,2157000,630609
ConocoPhillips,Japan,Exxon Mobil,France,2158000,7274951
Renault,US,ConocoPhillips,UK,2159000,1532359
Activision Blizard,Japan,McKesson,Japan,2160000,8256011
Walmart,UK,Nissan,Japan,2161000,5486491
Elon Musk,UK,John Coulberg,France,2162000,9690187
ConocoPhillips,Germany,Activision Blizard,Germany,2163000,9792540
General Motos,France,General Motos,US,2164000,5901477
Exxon Mobil,UK,ConocoPhillips,Japan,2165000,4208773
Tesla,France,McKesson,UK,2166000,5436789
ConocoPhillips,Japan,General Motos,France,2167000,9355309
Laurent Alexandre,France,ConocoPhillips,France,2168000,8273489
McKesson,UK,Elon Musk,Japan,2169000,3484482
Walmart,Spain,Chevron,Spain,2170000,1157574
ConocoPhillips,UK,ConocoPhillips,Japan,2171000,8969486
ConocoPhillips,UK,Walmart,Germany,2172000,1605291
Laurent Alexandre,France,Walmart,Germany,2173000,5790971
John Coulberg,US,Tesla,Germany,2174000,8374622
Elon Musk,Spain,Renault,Germany,2175000,46173
Laurent Alexandre,UK,Chevron,US,2176000,3758427
Tesla,US,Laurent Alexandre,US,2177000,3932569
Tesla,UK,Walmart,France,2178000,9125515
Nissan,UK,Activision Blizard,Germany,2179000,5221816
Renault,Germany,Activision Blizard,Germany,2180000,6138299
Chevron,France,Renault,Japan,2181000,6947241
Exxon Mobil,Spain,Nissan,Spain,2182000,3226833
Tesla,Germany,Activision Blizard,Germany,2183000,6853899
Laurent Alexandre,Japan,Walmart,US,2184000,1930791
Tesla,Spain,Tesla,Spain,2185000,9573500
Renault,France,McKesson,US,2186000,2128964
General Motos,Spain,Laurent Alexandre,Spain,2187000,2314265
Laurent Alexandre,France,Exxon Mobil,UK,2188000,159400
Tesla,France,General Motos,Germany,2189000,2372092
General Motos,US,Renault,Spain,2190000,3041788
Laurent Alexandre,Spain,Renault,France,2191000,6302125
Exxon Mobil,Japan,Laurent Alexandre,Japan,2192000,4695329
Activision Blizard,UK,McKesson,UK,2193000,8799565
McKesson,France,Elon Musk,UK,2194000,3243301
Walmart,Japan,Walmart,US,2195000,9813914
Walmart,Japan,Renault,UK,2196000,6353867
McKesson,US,Tesla,US,2197000,4718396
Elon Musk,Germany,McKesson,Japan,2198000,5105992
General Motos,US,Renault,US,2199000,569
Activision Blizard,Spain,John Coulberg,Spain,2200000,8770693
Activision Blizard,Japan,John Coulberg,Germany,2201000,4073189
Activision Blizard,US,Nissan,UK,2202000,2556473
Tesla,France,John Coulberg,Spain,2203000,9535216
Elon Musk,Germany,Tesla,US,2204000,5329875
Exxon Mobil,US,Chevron,US,2205000,1168205
ConocoPhillips,Germany,Activision Blizard,US,2206000,4726436
Elon Musk,Japan,Elon Musk,Germany,2207000,632402
John Coulberg,UK,Exxon Mobil,Spain,2208000,6038379
Elon Musk,Germany,Nissan,France,2209000,1750626
Renault,US,John Coulberg,Germany,2210000,712738
McKesson,France,ConocoPhillips,France,2211000,948862
Renault,France,ConocoPhillips,US,2212000,5138507
John Coulberg,US,Exxon Mobil,UK,2213000,2418969
Exxon Mobil,France,Nissan,Spain,2214000,433159
Elon Musk,Spain,Nissan,Japan,2215000,5759128
Laurent Alexandre,Germany,Elon Musk,Spain,2216000,7772426
Laurent Alexandre,Japan,Nissan,Japan,2217000,7534625
John Coulberg,France,Chevron,Germany,2218000,1958488
Tesla,Japan,John Coulberg,UK,2219000,1268063
ConocoPhillips,UK,John Coulberg,US,2220000,7736574
Exxon Mobil,France,Laurent Alexandre,Spain,2221000,5052444
General Motos,Germany,Laurent Alexandre,US,2222000,1460744
Altaran,Germany,McKesson,UK,2223000,8821042
Elon Musk,France,Tesla,Spain,2224000,2451780
Walmart,UK,Chevron,Spain,2225000,93444
Altaran,Germany,Activision Blizard,US,2226000,6676435
ConocoPhillips,US,Nissan,Spain,2227000,6598979
McKesson,Spain,Walmart,Germany,2228000,1548887
Nissan,UK,Renault,France,2229000,7113759
Walmart,UK,Tesla,Japan,2230000,372457
Tesla,France,Walmart,Spain,2231000,2476149
ConocoPhillips,US,McKesson,Japan,2232000,7660777
Exxon Mobil,Germany,Renault,US,2233000,6798653
Laurent Alexandre,Spain,Altaran,France,2234000,3009053
ConocoPhillips,Germany,General Motos,Spain,2235000,2988007
Exxon Mobil,Spain,Tesla,Spain,2236000,6433434
Tesla,UK,Walmart,US,2237000,4762503
Chevron,US,Chevron,UK,2238000,6087688
Tesla,Germany,Activision Blizard,US,2239000,3262809
Renault,Spain,Nissan,US,2240000,1581486
Renault,UK,ConocoPhillips,UK,2241000,4271728
Exxon Mobil,Japan,McKesson,US,2242000,6888292
Elon Musk,US,General Motos,Japan,2243000,8532984
Walmart,Japan,Altaran,US,2244000,4533525
Laurent Alexandre,Japan,Tesla,Spain,2245000,1118073
John Coulberg,UK,Chevron,France,2246000,5361602
Activision Blizard,UK,Laurent Alexandre,Germany,2247000,7114213
Chevron,Germany,Altaran,France,2248000,4837650
Nissan,Japan,Elon Musk,Japan,2249000,5331846
McKesson,Japan,Laurent Alexandre,UK,2250000,3641569
Activision Blizard,Japan,Activision Blizard,Spain,2251000,954674
Exxon Mobil,Germany,John Coulberg,Spain,2252000,9782733
Renault,US,Elon Musk,France,2253000,5935836
Activision Blizard,France,Elon Musk,Spain,2254000,7315972
John Coulberg,Germany,Activision Blizard,UK,2255000,2734215
John Coulberg,US,Laurent Alexandre,UK,2256000,988336
Tesla,Spain,Activision Blizard,France,2257000,8233384
General Motos,US,Nissan,Spain,2258000,3266086
Exxon Mobil,Japan,Elon Musk,France,2259000,28699
Exxon Mobil,Germany,Tesla,Spain,2260000,4778437
Renault,France,Activision Blizard,France,2261000,3129542
Laurent Alexandre,Japan,Laurent Alexandre,Germany,2262000,2217812
Nissan,UK,Renault,Germany,2263000,6386125
Walmart,Japan,Altaran,UK,2264000,8729748
Chevron,France,Laurent Alexandre,Spain,2265000,4217358
Tesla,France,General Motos,France,2266000,7676894
Elon Musk,Japan,Laurent Alexandre,US,2267000,5823831
Exxon Mobil,Germany,General Motos,Germany,2268000,5672171
Elon Musk,Spain,Laurent Alexandre,Spain,2269000,5666703
John Coulberg,Germany,Exxon Mobil,Germany,2270000,3309975
Nissan,France,Elon Musk,Japan,2271000,1407872
McKesson,Spain,Altaran,US,2272000,9386023
Nissan,France,John Coulberg,France,2273000,8794550
Elon Musk,France,Elon Musk,Japan,2274000,9794801
Laurent Alexandre,Spain,Laurent Alexandre,US,2275000,5641438
Laurent Alexandre,Spain,John Coulberg,UK,2276000,6402045
Altaran,US,McKesson,France,2277000,4859412
Activision Blizard,US,Elon Musk,Germany,2278000,9868022
Chevron,US,Activision Blizard,UK,2279000,8372904
Chevron,US,Nissan,US,2280000,6442450
Chevron,Spain,Elon Musk,US,2281000,1832270
Elon Musk,Japan,McKesson,Germany,2282000,7651999
Walmart,Germany,Nissan,Spain,2283000,4543393
Exxon Mobil,US,Tesla,Germany,2284000,4281708
Chevron,Spain,General Motos,Spain,2285000,1905122
Laurent Alexandre,France,McKesson,US,2286000,4292982
Laurent Alexandre,Spain,Tesla,UK,2287000,2807870
Laurent Alexandre,Japan,Chevron,UK,2288000,3846158
General Motos,Japan,Activision Blizard,US,2289000,4186146
General Motos,UK,Walmart,France,2290000,4053981
Tesla,US,Activision Blizard,France,2291000,6250853
Chevron,Germany,Elon Musk,France,2292000,8535586
Altaran,US,Walmart,France,2293000,1545524
John Coulberg,UK,Walmart,France,2294000,2933401
Renault,UK,McKesson,France,2295000,5374490
Exxon Mobil,Japan,Elon Musk,France,2296000,3192091
Exxon Mobil,Germany,Tesla,UK,2297000,5989263
McKesson,UK,Activision Blizard,US,2298000,1934187
Activision Blizard,UK,ConocoPhillips,Japan,2299000,2654950
McKesson,Spain,General Motos,Spain,2300000,4009983
McKesson,Japan,Walmart,UK,2301000,1681721
Laurent Alexandre,France,General Motos,Germany,2302000,7260405
General Motos,UK,Exxon Mobil,US,2303000,3925556
Nissan,UK,Walmart,UK,2304000,2935
Renault,US,Chevron,UK,2305000,1019238
Nissan,Japan,Altaran,US,2306000,5209869
Chevron,US,ConocoPhillips,France,2307000,7814496
General Motos,Germany,ConocoPhillips,US,2308000,4411210
Elon Musk,UK,Tesla,UK,2309000,3482850
ConocoPhillips,US,ConocoPhillips,Japan,2310000,6623545
Altaran,Germany,Nissan,Spain,2311000,3182330
ConocoPhillips,Germany,Laurent Alexandre,Japan,2312000,8563584
Elon Musk,UK,John Coulberg,Spain,2313000,697757
Laurent Alexandre,Germany,General Motos,US,2314000,4549330
Activision Blizard,Spain,General Motos,UK,2315000,7756407
McKesson,Spain,Walmart,US,2316000,1081795
Nissan,UK,Laurent Alexandre,France,2317000,6014242
Exxon Mobil,US,Laurent Alexandre,Spain,2318000,5850000
McKesson,US,Nissan,UK,2319000,2156585
McKesson,Spain,Tesla,Germany,2320000,7264731
Renault,US,John Coulberg,Germany,2321000,6146467
ConocoPhillips,Germany,Tesla,US,2322000,4238670
General Motos,France,Exxon Mobil,France,2323000,6590977
Elon Musk,France,Altaran,Germany,2324000,1538255
Altaran,Japan,General Motos,UK,2325000,9527572
Laurent Alexandre,UK,ConocoPhillips,US,2326000,5110493
Chevron,Spain,General Motos,US,2327000,3882748
Elon Musk,Germany,John Coulberg,Germany,2328000,7897269
Elon Musk,France,John Coulberg,Japan,2329000,4430947
Walmart,France,Laurent Alexandre,Spain,2330000,8278010
Nissan,Spain,Nissan,US,2331000,9126934
Chevron,Japan,Elon Musk,UK,2332000,6087482
ConocoPhillips,Spain,Altaran,Spain,2333000,8023465
Nissan,Spain,Renault,Japan,2334000,7057567
Activision Blizard,France,Exxon Mobil,Germany,2335000,8321423
Altaran,Spain,Chevron,Japan,2336000,122333
Walmart,France,Tesla,US,2337000,8752824
Renault,UK,General Motos,Japan,2338000,446875
Chevron,France,Nissan,UK,2339000,7359331
Laurent Alexandre,Spain,Nissan,Germany,2340000,4412640
Laurent Alexandre,France,Elon Musk,Spain,2341000,478021
Tesla,US,Nissan,Germany,2342000,6871151
Altaran,France,Chevron,Spain,2343000,4240192
Nissan,France,Laurent Alexandre,US,2344000,6441943
John Coulberg,US,Laurent Alexandre,Germany,2345000,2041695
Renault,Japan,John Coulberg,France,2346000,4354606
Laurent Alexandre,Japan,ConocoPhillips,Japan,2347000,9370904
Tesla,France,Laurent Alexandre,Spain,2348000,1418019
Exxon Mobil,US,Nissan,Spain,2349000,2846829
McKesson,Spain,Walmart,UK,2350000,1064187
McKesson,US,Laurent Alexandre,Spain,2351000,6373458
Elon Musk,France,Tesla,France,2352000,689137
Altaran,France,General Motos,Japan,2353000,1902790
ConocoPhillips,Germany,Exxon Mobil,Germany,2354000,8979186
Elon Musk,Japan,Laurent Alexandre,Japan,2355000,6632533
Chevron,US,Laurent Alexandre,Spain,2356000,5976194
Chevron,Japan,Exxon Mobil,US,2357000,1806982
Chevron,Germany,Altaran,Germany,2358000,4454373
Renault,Japan,Exxon Mobil,US,2359000,825463
ConocoPhillips,France,Activision Blizard,Japan,2360000,1754620
Activision Blizard,Japan,Laurent Alexandre,US,2361000,1283799
ConocoPhillips,UK,Nissan,France,2362000,1643855
Laurent Alexandre,Germany,Altaran,Japan,2363000,5082624
Chevron,Germany,Elon Musk,Germany,2364000,1831415
Elon Musk,UK,ConocoPhillips,Japan,2365000,9261100
Elon Musk,UK,Altaran,US,2366000,1194740
Renault,Spain,Chevron,Japan,2367000,5061699
ConocoPhillips,Germany,Tesla,US,2368000,6465707
Exxon Mobil,Japan,Altaran,France,2369000,933623
Exxon Mobil,UK,Nissan,US,2370000,1094244
Renault,UK,General Motos,US,2371000,1716017
Activision Blizard,UK,Exxon Mobil,Spain,2372000,4407934
John Coulberg,France,General Motos,Germany,2373000,8285543
Exxon Mobil,US,Tesla,Spain,2374000,6960307
Activision Blizard,France,Activision Blizard,Spain,2375000,6393327
Chevron,France,Walmart,Germany,2376000,5922413
Renault,France,Exxon Mobil,US,2377000,3038296
McKesson,Germany,Elon Musk,UK,2378000,3541133
General Motos,Spain,Altaran,US,2379000,32389
Walmart,Japan,Renault,Germany,2380000,1580793
Laurent Alexandre,Japan,Chevron,US,2381000,7996103
Tesla,Germany,John Coulberg,France,2382000,9490826
Altaran,US,Renault,Spain,2383000,7459304
Renault,Japan,McKesson,France,2384000,3634678
Renault,France,Elon Musk,US,2385000,9549275
General Motos,Japan,General Motos,Germany,2386000,6847871
McKesson,Spain,Renault,US,2387000,1558899
Laurent Alexandre,Spain,Tesla,Spain,2388000,4719866
Activision Blizard,US,Activision Blizard,France,2389000,7622363
Elon Musk,UK,Laurent Alexandre,France,2390000,8556911
Altaran,Japan,Laurent Alexandre,Japan,2391000,6772030
Nissan,France,Tesla,France,2392000,2742790
Nissan,Spain,General Motos,UK,2393000,2571455
General Motos,UK,Walmart,Germany,2394000,5819088
McKesson,UK,Chevron,France,2395000,7140613
ConocoPhillips,US,Exxon Mobil,Spain,2396000,1209541
Renault,Germany,Altaran,Japan,2397000,4062691
Renault,Germany,Elon Musk,France,2398000,5217342
Walmart,US,Renault,UK,2399000,1217744
McKesson,Spain,Renault,US,2400000,2202328
Activision Blizard,Germany,ConocoPhillips,US,2401000,1168376
Renault,US,ConocoPhillips,Spain,2402000,5149977
General Motos,France,Renault,UK,2403000,7198212
Nissan,Germany,Elon Musk,Germany,2404000,5806737
ConocoPhillips,Japan,Altaran,France,2405000,5852860
Renault,Spain,Elon Musk,US,2406000,7426323
Exxon Mobil,US,Chevron,UK,2407000,400248
Tesla,Spain,Walmart,France,2408000,7492933
Tesla,Germany,ConocoPhillips,Germany,2409000,1490394
Elon Musk,France,Tesla,Japan,2410000,2700083
ConocoPhillips,Spain,ConocoPhillips,Spain,2411000,5429529
Activision Blizard,Spain,Laurent Alexandre,US,2412000,2125692
Renault,US,Laurent Alexandre,France,2413000,6675661
Exxon Mobil,UK,Activision Blizard,UK,2414000,6843219
Elon Musk,UK,ConocoPhillips,France,2415000,7029200
Elon Musk,UK,Elon Musk,France,2416000,3437354
Exxon Mobil,US,Elon Musk,Spain,2417000,8722227
ConocoPhillips,France,Elon Musk,UK,2418000,3807736
Elon Musk,France,General Motos,US,2419000,2250539
Altaran,US,General Motos,Germany,2420000,8120845
Chevron,US,McKesson,US,2421000,605920
Walmart,Japan,John Coulberg,Japan,2422000,618994
Chevron,Japan,John Coulberg,Spain,2423000,6941876
Elon Musk,Spain,Chevron,France,2424000,3723772
ConocoPhillips,US,Walmart,Germany,2425000,8564860
Renault,Japan,Exxon Mobil,Germany,2426000,6052911
McKesson,Germany,Laurent Alexandre,Japan,2427000,9803280
Nissan,US,Exxon Mobil,France,2428000,3879962
General Motos,UK,Laurent Alexandre,Spain,2429000,5821628
Elon Musk,UK,ConocoPhillips,UK,2430000,2090046
Renault,US,John Coulberg,France,2431000,5222335
ConocoPhillips,Spain,John Coulberg,Germany,2432000,4498994
Altaran,Japan,Laurent Alexandre,Germany,2433000,8041048
Activision Blizard,Germany,John Coulberg,Spain,2434000,1561884
ConocoPhillips,US,Activision Blizard,France,2435000,8072689
McKesson,US,McKesson,France,2436000,8417070
Chevron,Japan,Walmart,France,2437000,2972873
Laurent Alexandre,UK,John Coulberg,Japan,2438000,8917619
Laurent Alexandre,US,John Coulberg,UK,2439000,7815421
Tesla,France,Nissan,Germany,2440000,3384841
Altaran,Japan,Tesla,Germany,2441000,2643184
Exxon Mobil,US,ConocoPhillips,Japan,2442000,2262383
Activision Blizard,Spain,Laurent Alexandre,Japan,2443000,4981498
John Coulberg,UK,Exxon Mobil,France,2444000,9826801
John Coulberg,Japan,Exxon Mobil,France,2445000,2785478
McKesson,Germany,ConocoPhillips,Spain,2446000,6094685
Exxon Mobil,Japan,ConocoPhillips,Spain,2447000,8306409
Chevron,France,ConocoPhillips,UK,2448000,1217470
Nissan,Spain,Walmart,Spain,2449000,3521593
John Coulberg,UK,McKesson,Spain,2450000,8774935
Altaran,Spain,Chevron,France,2451000,1955154
Altaran,France,Tesla,Spain,2452000,6022080
Walmart,UK,Exxon Mobil,Japan,2453000,7832241
Renault,Spain,John Coulberg,Germany,2454000,7092828
General Motos,Spain,McKesson,US,2455000,7757868
ConocoPhillips,UK,Chevron,US,2456000,4224168
John Coulberg,Germany,John Coulberg,Germany,2457000,2485573
Elon Musk,US,John Coulberg,France,2458000,7306036
Altaran,UK,Walmart,Spain,2459000,516531
John Coulberg,Germany,Walmart,Spain,2460000,4684220
Elon Musk,US,John Coulberg,France,2461000,4941876
Nissan,Japan,General Motos,Japan,2462000,1058632
McKesson,Japan,Elon Musk,Spain,2463000,1657233
Laurent Alexandre,Germany,John Coulberg,UK,2464000,1889622
Renault,Spain,General Motos,France,2465000,5104503
John Coulberg,France,Chevron,Japan,2466000,1639070
Laurent Alexandre,Japan,McKesson,Japan,2467000,9015355
Nissan,US,Exxon Mobil,US,2468000,5715177
Tesla,France,Elon Musk,Japan,2469000,6704203
McKesson,Japan,ConocoPhillips,US,2470000,4328247
Elon Musk,Japan,Activision Blizard,Germany,2471000,7730474
General Motos,Spain,Laurent Alexandre,Japan,2472000,3319522
General Motos,France,Activision Blizard,Spain,2473000,5228607
McKesson,France,ConocoPhillips,US,2474000,3487606
Elon Musk,UK,Laurent Alexandre,UK,2475000,8209769
ConocoPhillips,Japan,McKesson,Spain,2476000,9172894
Altaran,US,Exxon Mobil,Japan,2477000,6053515
Nissan,France,Walmart,UK,2478000,4892771
Chevron,France,Walmart,Germany,2479000,7285768
Altaran,US,Activision Blizard,Japan,2480000,6960261
McKesson,US,General Motos,US,2481000,6375150
McKesson,France,Altaran,Spain,2482000,8395667
Exxon Mobil,Germany,McKesson,France,2483000,5762256
Elon Musk,Germany,General Motos,Spain,2484000,7920238
Walmart,Germany,Tesla,Germany,2485000,76819
Exxon Mobil,France,Laurent Alexandre,France,2486000,5376050
Chevron,UK,Altaran,Germany,2487000,9886518
Chevron,UK,General Motos,Spain,2488000,9892875
Nissan,Japan,Altaran,US,2489000,2634543
McKesson,Spain,Altaran,US,2490000,5179607
Laurent Alexandre,Spain,Exxon Mobil,US,2491000,2681181
General Motos,US,Elon Musk,Spain,2492000,3887741
Exxon Mobil,Japan,Tesla,Japan,2493000,4641253
Activision Blizard,UK,Elon Musk,Japan,2494000,2787722
Elon Musk,UK,John Coulberg,Germany,2495000,507881
John Coulberg,France,Tesla,US,2496000,5670617
Elon Musk,Spain,Tesla,UK,2497000,5311530
General Motos,France,Tesla,US,2498000,5705702
McKesson,UK,Activision Blizard,US,2499000,4286514
Exxon Mobil,Japan,Elon Musk,Germany,2500000,4859700
Exxon Mobil,Spain,Renault,Germany,2501000,3508783
General Motos,UK,Exxon Mobil,Germany,2502000,5589573
Exxon Mobil,Spain,John Coulberg,Japan,2503000,5934658
Chevron,France,Nissan,UK,2504000,7232008
Chevron,US,Tesla,France,2505000,7632456
Altaran,Germany,ConocoPhillips,Germany,2506000,3943199
Altaran,Spain,Activision Blizard,Spain,2507000,6832123
General Motos,France,McKesson,Spain,2508000,8246824
Renault,Germany,Chevron,UK,2509000,4440687
Exxon Mobil,Japan,Chevron,Japan,2510000,8870331
Walmart,US,Laurent Alexandre,Spain,2511000,2616438
Nissan,US,John Coulberg,UK,2512000,6595698
Exxon Mobil,Japan,Tesla,Germany,2513000,7080412
General Motos,Japan,John Coulberg,UK,2514000,6861749
Nissan,UK,Walmart,Japan,2515000,8490407
Exxon Mobil,UK,John Coulberg,Spain,2516000,516062
Renault,France,Walmart,Spain,2517000,1560898
Altaran,France,Elon Musk,Germany,2518000,4610709
ConocoPhillips,Germany,ConocoPhillips,Spain,2519000,727520
Exxon Mobil,Japan,Altaran,Japan,2520000,6563198
Nissan,France,Nissan,US,2521000,8055199
McKesson,UK,Nissan,France,2522000,4575778
John Coulberg,Germany,Renault,Germany,2523000,3059686
ConocoPhillips,Japan,Altaran,France,2524000,4355793
Elon Musk,UK,Laurent Alexandre,Japan,2525000,2836697
McKesson,UK,Chevron,US,2526000,8536916
John Coulberg,Spain,Chevron,Germany,2527000,5778470
McKesson,US,Nissan,Japan,2528000,3658108
ConocoPhillips,US,Exxon Mobil,US,2529000,5159964
Chevron,France,Activision Blizard,Spain,2530000,1496064
Renault,Germany,Renault,France,2531000,9725194
Nissan,UK,ConocoPhillips,Germany,2532000,7805043
ConocoPhillips,France,Elon Musk,Germany,2533000,4298457
John Coulberg,Germany,Altaran,Spain,2534000,4202649
General Motos,UK,McKesson,Germany,2535000,3092698
Nissan,Spain,Activision Blizard,Spain,2536000,9004837
McKesson,UK,Renault,UK,2537000,3465648
Walmart,US,Chevron,US,2538000,8126082
Laurent Alexandre,Germany,Altaran,Germany,2539000,4617771
Exxon Mobil,France,Walmart,Germany,2540000,1861712
Nissan,Spain,Renault,Japan,2541000,5617524
Exxon Mobil,UK,Walmart,Spain,2542000,8359379
General Motos,Japan,Tesla,US,2543000,1354518
General Motos,Germany,Activision Blizard,Germany,2544000,3720032
Nissan,Japan,General Motos,Germany,2545000,670182
Exxon Mobil,US,McKesson,Japan,2546000,8801807
Exxon Mobil,Spain,Activision Blizard,UK,2547000,9248789
ConocoPhillips,France,General Motos,France,2548000,7378319
General Motos,UK,Tesla,UK,2549000,4533704
Altaran,Japan,Exxon Mobil,France,2550000,1823307
Activision Blizard,UK,Laurent Alexandre,Spain,2551000,7636059
John Coulberg,Germany,Exxon Mobil,Japan,2552000,7206405
Renault,Japan,Walmart,Germany,2553000,2437417
Walmart,US,McKesson,UK,2554000,7863308
ConocoPhillips,Spain,Exxon Mobil,Germany,2555000,7320211
ConocoPhillips,France,Elon Musk,Spain,2556000,8254824
McKesson,France,Nissan,US,2557000,6433699
McKesson,Germany,Chevron,US,2558000,1434622
Chevron,Japan,Nissan,Spain,2559000,7806529
Activision Blizard,Germany,General Motos,UK,2560000,1571384
Renault,US,John Coulberg,Spain,2561000,8758218
Tesla,US,Tesla,France,2562000,3419553
Exxon Mobil,France,Renault,US,2563000,1723668
Nissan,UK,Activision Blizard,Germany,2564000,1481637
ConocoPhillips,Japan,Walmart,Germany,2565000,6485147
Walmart,US,Renault,France,2566000,8371016
Chevron,Japan,Exxon Mobil,US,2567000,3421910
Nissan,US,Laurent Alexandre,France,2568000,2998260
McKesson,US,John Coulberg,Japan,2569000,2709659
Elon Musk,UK,Renault,Spain,2570000,7243930
Nissan,France,McKesson,Spain,2571000,4220260
Elon Musk,UK,Renault,US,2572000,4598570
Laurent Alexandre,US,McKesson,US,2573000,8158798
Tesla,Germany,Renault,Spain,2574000,5781454
Nissan,Germany,General Motos,US,2575000,5069620
Walmart,France,Walmart,Japan,2576000,2899634
Elon Musk,Spain,General Motos,France,2577000,7795727
Laurent Alexandre,Spain,Elon Musk,UK,2578000,1035130
Walmart,US,Activision Blizard,Spain,2579000,563135
Activision Blizard,Spain,Laurent Alexandre,Spain,2580000,8778245
General Motos,Japan,General Motos,Germany,2581000,8442298
Walmart,US,McKesson,US,2582000,6719070
Activision Blizard,Germany,General Motos,Germany,2583000,6492004
Renault,France,Renault,UK,2584000,5335869
Renault,US,Exxon Mobil,Germany,2585000,896158
Nissan,Germany,Elon Musk,Germany,2586000,2976257
General Motos,France,Altaran,US,2587000,939444
Elon Musk,Japan,ConocoPhillips,Spain,2588000,4250871
ConocoPhillips,Spain,Chevron,US,2589000,2655784
McKesson,Spain,Tesla,Japan,2590000,4806712
Chevron,Spain,Nissan,US,2591000,946281
General Motos,Spain,John Coulberg,Japan,2592000,4205730
Exxon Mobil,US,Chevron,Spain,2593000,3552240
ConocoPhillips,UK,Renault,Japan,2594000,4392499
Nissan,Germany,General Motos,Japan,2595000,4328323
Elon Musk,France,Laurent Alexandre,UK,2596000,8104892
Elon Musk,UK,Activision Blizard,Spain,2597000,2335323
Renault,Spain,Altaran,Spain,2598000,5184031
Walmart,Spain,Laurent Alexandre,Spain,2599000,2754095
McKesson,France,Altaran,US,2600000,4576328
Nissan,Spain,McKesson,France,2601000,5699763
Walmart,Japan,ConocoPhillips,US,2602000,8343929
Altaran,Japan,Tesla,Spain,2603000,9195814
Renault,US,Laurent Alexandre,Spain,2604000,7451399
Nissan,Spain,ConocoPhillips,Germany,2605000,2312535
Elon Musk,Japan,Nissan,Japan,2606000,1154976
Walmart,Spain,McKesson,US,2607000,4576277
Tesla,Spain,Walmart,Germany,2608000,7425564
ConocoPhillips,Japan,Altaran,France,2609000,8113430
Renault,Germany,Nissan,Spain,2610000,6227433
Chevron,France,Activision Blizard,Spain,2611000,7622854
Nissan,Germany,Renault,UK,2612000,6748515
Nissan,France,John Coulberg,Japan,2613000,7933048
